filename,modality,vocal_channel,emotion,voice_intensity,statement,statement_repetition,actor_gender,mfcc_mean,mfcc_max,mfcc_min,mfcc_median,mfcc_std,mfcc_skew,mfcc_kurtosis,mfcc_delta_mean,mfcc_delta_max,mfcc_delta_min,mfcc_delta_median,mfcc_delta_std,mfcc_delta_skew,mfcc_delta_kurtosis,mfcc_delta2_mean,mfcc_delta2_max,mfcc_delta2_min,mfcc_delta2_median,mfcc_delta2_std,mfcc_delta2_skew,mfcc_delta2_kurtosis,chroma_mean,chroma_min,chroma_max,chroma_median,chroma_std,chroma_skew,chroma_kurtosis,mel_mean,mel_max,mel_min,mel_median,mel_std,mel_skew,mel_kurtosis,contrast_mean,contrast_max,contrast_min,contrast_median,contrast_std,contrast_skew,contrast_kurtosis,centroid_mean,centroid_max,centroid_min,centroid_median,centroid_std,centroid_skew,centroid_kurtosis,roll_off_mean,roll_off_max,roll_off_min,roll_off_median,roll_off_std,roll_off_skew,roll_off_kurtosis,rms_mean,rms_max,rms_min,rms_median,rms_std,rms_skew,rms_kurtosis,zero_cr_mean,zero_cr_max,zero_cr_min,zero_cr_median,zero_cr_std,zero_cr_skew,zero_cr_kurtosis
03-01-02-02-02-01-01.wav,3,1,2,2,2,1,1,-16.750738,203.5151,-686.7339,-6.899549,92.14739,0.2012321,-0.17490058,3.9783797,39.103073,-17.490143,0.44952163,10.136171,1.9767529,2.5441458,-3.7752793,14.550163,-39.677197,-0.22672871,10.504706,-2.0084887,2.6557772,0.549111,0.05442176,1.0,0.521903,0.25309837,0.26056644,-0.7711363,0.0028422084,0.29000813,3.6965818e-19,1.406392e-05,0.014680111,4.3685255,24.06821,25.64500726957344,83.6433003815255,4.633945771804252,19.31218266592136,18.678780068912786,-0.10448240882161208,1.517050816776403,3358.28967345462,10053.02311609644,902.2250612342832,2235.6121708988776,2647.056478750283,1.4861152499423191,0.7226915840656871,5397.007893041237,12740.234375,859.375,4125.0,3661.5810831946924,0.8151493325305937,-0.8184164098600939,0.0038819104,0.006752647,0.00045692807,0.0040679723,0.001609237,-0.3458478,-0.78438234,0.1047338112113402,0.4521484375,0.02001953125,0.0458984375,0.127307517573673,1.7455162526910544,1.5187558381984694
03-01-02-02-02-02-01.wav,3,1,2,2,2,2,1,-16.938696,199.54898,-655.194,-7.3359513,88.186844,0.15701382,-0.026282568,3.8142753,38.941437,-16.605757,0.53614867,9.6469965,1.9721311,2.5501611,-3.4640229,15.441294,-37.032463,-0.11559071,9.95012,-2.003072,2.6496933,0.59895384,0.10276884,1.0,0.5809338,0.24338038,0.1379937,-0.9916161,0.0038977433,0.72128904,5.407483e-19,2.4203844e-05,0.023453126,3.9960628,19.173645,25.82917212047085,82.1166977386575,3.5678502628425335,19.27665130972676,18.887037595107905,-0.12876061617955026,2.1600125495382314,3434.960105414154,10515.796590927257,1037.2847682473614,2242.8057333781007,2583.248108686182,1.5714314699298493,1.1563651539241002,5941.196986607143,13191.40625,1181.640625,4522.4609375,3505.490401979203,0.7721172113841965,-0.7440790445737084,0.0043133385,0.010149427,0.0008160561,0.0035940614,0.0022436155,0.9511484,0.48213506,0.10546875,0.49365234375,0.0126953125,0.04833984375,0.12691334530872167,1.7776085088215334,1.8775857054099543
03-01-03-01-01-01-01.wav,3,1,3,1,1,1,1,-14.428827,225.52676,-572.785,-5.23065,77.94476,0.17351563,-0.1368192,2.8267071,34.03546,-14.405498,0.3318361,7.783391,1.699753,1.9892591,-2.6643307,18.199896,-33.47743,-0.15353659,8.370781,-1.7756536,2.3437557,0.55878085,0.10445752,1.0,0.5296244,0.24743395,0.24078853,-0.7263511,0.0215133,2.5806499,6.527771e-18,0.0001239665,0.11724077,3.8817143,16.902514,24.87714293433137,80.929756494265,5.2729277718420136,18.257823865715004,19.717698984807665,-0.15191251047146195,1.1003974257801656,2996.451259664016,8153.00250995661,1248.9013682671848,2557.7168671917984,1676.7517876471754,1.6887024771904713,2.1021990413541722,5689.2671130952385,12224.609375,1740.234375,5349.609375,2953.0646298730258,0.7321904250289557,-0.2839303808486817,0.01002794,0.020460067,0.0014802233,0.009082353,0.004604533,0.11352673,-0.81631875,0.0773654513888889,0.30126953125,0.0244140625,0.05322265625,0.0570508363988108,2.026673765910184,4.093192011064945
03-01-03-01-01-02-01.wav,3,1,3,1,1,2,1,-14.698366,207.3349,-722.74274,-4.123588,81.34102,0.36505336,0.096027195,3.0734744,45.14562,-13.999312,0.27778146,8.88405,1.7792548,2.100489,-2.9079778,16.884857,-45.72676,-0.07812549,9.047504,-1.7884319,2.400516,0.59625065,0.118611135,1.0,0.57540655,0.245475,0.1289884,-1.0957497,0.023286855,5.5109143,6.063553e-20,6.772557e-05,0.14612429,4.3409534,21.694637,24.511294089441407,79.85962106877349,4.801497314194759,18.08526744057004,19.614148982342254,-0.05631201358999917,1.671403199672388,2942.871345291889,8789.255101014312,424.9409130396593,2594.4818067972233,1531.5099500031665,1.743737170361129,3.6987889284160413,5627.454603040541,13298.828125,128.90625,5682.6171875,2805.0567663847733,0.6452632131514775,0.7574560791559897,0.009883653,0.025788922,0.0003675241,0.009032801,0.006479911,0.39988515,-0.6036291,0.07906197212837837,0.23193359375,0.00341796875,0.062255859375,0.04843584217515443,1.2169536061066664,1.1492769227373651
03-01-03-01-02-01-01.wav,3,1,3,1,2,1,1,-14.158194,215.97388,-612.7392,-4.794919,79.83511,0.24103498,-0.12023687,3.0420413,34.198616,-16.235518,0.48112324,8.127829,1.7677921,2.1118336,-2.8389983,17.283358,-33.88175,-0.18352446,8.515893,-1.7608207,2.3435855,0.53738666,0.073381186,1.0,0.50870395,0.2601393,0.24351531,-0.8776075,0.017250037,2.866058,3.735105e-18,8.0491045e-05,0.0972327,3.9169207,17.305737,25.553665966028717,80.71246447813036,4.25393321084991,19.31471670293435,19.232001916529978,-0.23425597966430725,1.8873268307229494,3126.000674986191,10197.057292360916,956.4502480159283,2464.9967851357005,2193.44799171538,1.9768481867413037,3.0741301764042195,5741.69921875,13578.125,1052.734375,5209.9609375,3456.6629332120983,0.7870714148428691,-0.4042110358209028,0.008859057,0.017827298,0.0010431729,0.008852197,0.004358259,0.08824406,-1.0988108,0.092803955078125,0.478515625,0.02490234375,0.049560546875,0.10728796067905066,2.3274436606053435,4.629482885672109
03-01-03-01-02-02-01.wav,3,1,3,1,2,2,1,-16.017527,204.57074,-596.01196,-7.0441027,79.4193,0.21540046,-0.06137889,3.1341786,36.91893,-15.006053,0.56009126,8.264524,1.8137817,2.1889424,-2.9168625,17.290005,-36.247715,-0.18592182,8.696289,-1.8297368,2.4020915,0.54702485,0.07874195,1.0,0.517674,0.26027793,0.21135135,-0.9913256,0.013214584,2.3289332,3.7907967e-18,8.214903e-05,0.077176996,4.1474094,20.022749,25.771994663983694,81.75978148176608,6.459696478086612,18.68007815883581,19.621926870646075,-0.17211860439779794,1.6061157845765879,3495.5074195803845,10257.034615104987,1118.9673345473263,2683.598686835108,2368.7528191144625,1.7229371938637124,1.7389784865048759,6259.899400684932,12783.203125,1310.546875,5757.8125,3049.2585734343434,0.668904896089867,-0.4234030404671576,0.008119926,0.015058566,0.0011517501,0.00798752,0.0034554254,0.03961216,-0.9476886,0.09833850599315068,0.4501953125,0.02099609375,0.05517578125,0.11016959413837422,1.9945319260325953,2.6384233651685642
03-01-03-02-01-01-01.wav,3,1,3,2,1,1,1,-15.310405,192.01515,-523.47736,-4.900367,71.51685,0.040183954,-0.15975387,2.9644248,29.145336,-11.10461,0.4685952,7.395201,1.6367867,1.6950967,-2.4507964,14.788814,-28.738672,-0.29920268,7.3326855,-1.674782,2.1221662,0.516605,0.036197983,1.0,0.49699163,0.27887604,0.24814959,-1.0165943,0.044923555,7.9880695,1.1966746e-17,0.00025534554,0.26103356,4.1538725,19.152693,25.64653791841824,81.47114009454286,2.4586592267310365,19.284549055682085,19.222723970475503,0.01732982678109764,1.658341855794767,3327.5104074580663,9359.172812037528,1582.3224271363856,2862.838894786595,1734.001530291035,1.9208899363003122,3.0288350012933307,5901.3671875,13750.0,1697.265625,5091.796875,2868.7733656874275,1.04738790734989,0.5881421332039429,0.0152267525,0.038024634,0.0028120603,0.014304693,0.007644585,0.7368438,0.26549435,0.08340731534090909,0.29248046875,0.029296875,0.06005859375,0.059454612902639356,1.8792651971817156,2.9522336821928876
03-01-03-02-01-02-01.wav,3,1,3,2,1,2,1,-15.165557,187.2479,-517.3726,-5.6978197,69.8571,0.1784848,-0.14121334,2.8949132,27.229824,-11.854622,0.53042716,7.138732,1.565549,1.5177476,-2.3185744,16.07003,-28.667841,-0.14755714,7.2264404,-1.6081759,1.9559016,0.50022024,0.06541444,1.0,0.4508521,0.27205825,0.48617816,-0.8902424,0.07316436,16.775732,9.039967e-18,0.00030591027,0.51459736,4.200574,19.679867,25.980992583276787,80.80474685559481,2.6854629709137248,19.40038929035127,19.489133645948062,-0.20021855593426588,1.150814664698837,3189.4457341193497,9775.957300353648,1584.2463424585435,2895.6211423883524,1499.0276119704192,2.3168786015919896,5.952872840824833,6064.127604166667,14072.265625,2212.890625,5940.4296875,2770.649781995328,1.2471550572289387,1.3644972358904157,0.01900682,0.057447825,0.0031504822,0.016353272,0.011546481,1.419185,2.0531569,0.07976740056818182,0.3095703125,0.021484375,0.06103515625,0.05888357512786979,2.32538979836808,5.681357027889177
03-01-03-02-02-01-01.wav,3,1,3,2,2,1,1,-14.205439,179.08545,-519.952,-4.826454,65.570854,0.06241246,-0.16549726,2.7289772,33.248238,-12.056663,0.54549885,6.8439393,1.5446992,1.4711263,-2.1466691,15.631059,-34.152233,-0.100580364,6.8902,-1.5128905,1.905774,0.5213776,0.056373082,1.0,0.48046714,0.28257653,0.29145098,-0.92161036,0.10124306,35.816067,2.7355415e-17,0.0005207221,0.8054927,4.1692467,20.701141,26.56670806057835,80.63972828135041,3.3675963994207896,19.89073821980408,19.839938661900497,-0.30322535069622675,2.072696843677686,3945.481001264832,11106.472785007954,1604.4399264095348,3262.201902815187,2319.5076407429324,1.8564181584568415,2.3967860556471257,7000.541227409639,13556.640625,2191.40625,6617.1875,3030.924759602308,0.8389186298179584,0.001145994250026483,0.02219036,0.04682928,0.0023294354,0.020813633,0.011489647,0.44236356,-0.7756944,0.11780520519578314,0.54150390625,0.02685546875,0.06982421875,0.12181642659392675,2.202358368369203,3.874572014389928
03-01-03-02-02-02-01.wav,3,1,3,2,2,2,1,-15.145362,188.47168,-541.4461,-6.432832,67.85966,0.07396094,-0.35597324,2.8134332,32.565205,-11.505339,0.56627125,7.1171103,1.5479814,1.4877846,-2.152407,16.667578,-29.39197,-0.17261173,6.999497,-1.5062954,1.8802348,0.49017152,0.065355,1.0,0.43908948,0.26990926,0.49354982,-0.6118682,0.0845047,13.008069,1.2990597e-17,0.000409632,0.5015536,4.2686787,21.35887,27.150195437047472,81.00975868851785,3.7576969722051814,20.475653433091573,19.476880624553637,-0.4449798953078932,2.5218213952190816,3742.9660888604644,11311.406949590277,1608.9691307220637,2937.21389218019,2393.9820438811284,2.0260925657405076,3.015959858092173,6751.929012345679,14050.78125,2169.921875,6230.46875,3001.195104309816,1.1109461745164255,0.513763010694638,0.020959647,0.04350214,0.003111956,0.01946854,0.010473445,0.29382974,-0.87776804,0.10823567708333333,0.5322265625,0.02001953125,0.06396484375,0.12045074833181277,2.3168215388703604,4.418393863192321
03-01-04-01-01-01-01.wav,3,1,4,1,1,1,1,-16.819035,190.05536,-655.8199,-6.632925,88.090324,0.29736027,0.13132577,3.6060977,37.410084,-13.33672,0.6203811,9.429084,1.9261146,2.4300635,-3.3376272,15.111892,-38.05097,-0.13292901,9.924519,-1.9695029,2.6086137,0.55924076,0.046252754,1.0,0.54350996,0.25692615,0.13110353,-0.8846093,0.0053545027,1.8437458,9.1497136e-20,2.2085489e-05,0.048235822,4.501996,22.856873,24.766575969818668,84.18114569057677,3.577165429599294,18.344578786734644,19.19157360771824,-0.2922304660682237,1.2617351718940546,2925.2260889293584,8744.006393559745,1159.334087956111,2375.9079614094303,1605.3330011492424,2.0170580868658217,4.010473285153622,5571.8030427631575,11537.109375,1998.046875,4812.5,2537.1930758081066,0.622633319572535,-0.47831417665559917,0.0046262466,0.015120993,0.00036736298,0.0041530416,0.0029648752,1.5282248,2.9478889,0.07567716899671052,0.32421875,0.015625,0.056640625,0.060884759884552456,2.291711952078334,5.651334390912698
03-01-04-01-01-02-01.wav,3,1,4,1,1,2,1,-16.2013,208.5679,-652.6919,-6.7609444,86.971176,0.27835965,0.14343676,3.6146693,36.905396,-15.211426,0.590035,9.0228,1.9043362,2.4404116,-3.126233,15.297938,-37.31463,-0.06549463,9.690334,-1.9735361,2.6107414,0.56714785,0.09131349,1.0,0.55483764,0.25146583,0.15554817,-0.84677386,0.005096557,1.204849,1.0289147e-18,3.5635738e-05,0.03456481,3.7707458,15.716881,25.127083179036042,79.58295545952969,4.207308759016135,18.850271551671597,18.96237815439129,-0.2999705753577576,0.9995345595351667,2811.5425053018357,7532.895811998744,1093.0114892361942,2442.0253442714575,1533.2361211246773,1.7796017034593627,2.5103402969671924,5435.887896825397,12009.765625,1740.234375,4962.890625,2672.065844382777,0.9566581912139374,0.2710123227503951,0.00475535,0.011242083,0.00081187097,0.004098985,0.0025969427,0.85675395,0.13543296,0.0699249751984127,0.2236328125,0.01806640625,0.05078125,0.04962390648061227,1.4769757799096621,1.3222926004091375
03-01-04-01-02-01-01.wav,3,1,4,1,2,1,1,-17.087355,206.32994,-653.8105,-7.464434,89.37433,0.2118093,-0.25195482,3.77586,37.600735,-16.062708,0.60164577,9.291156,1.9095947,2.4153523,-3.2766323,14.930635,-37.52606,-0.118736,9.830694,-1.9472694,2.590588,0.5787389,0.11586588,1.0,0.55836725,0.24968559,0.095581524,-0.9399608,0.0038089447,0.5207687,6.605353e-19,2.6305534e-05,0.02156904,3.8591235,16.797611,25.578848373385362,81.54997145082002,4.852353925136226,19.195900165390043,18.95065524754257,-0.4790020514076552,1.091048722493198,2940.9366444983643,9160.910304124976,1053.8088948090535,2261.089625669216,1955.9623278718705,1.974777367517937,3.0202962696431346,5412.676411290323,12310.546875,1246.09375,4737.3046875,2927.398517493464,1.0736474005226377,0.13596231756330912,0.004214299,0.009876123,0.00071189896,0.0039175954,0.002068677,0.9924959,0.71753645,0.08502394153225806,0.4169921875,0.01953125,0.04931640625,0.08936499991992049,2.286413632664976,4.680511844338768
03-01-04-01-02-02-01.wav,3,1,4,1,2,2,1,-16.63377,212.34161,-657.27216,-6.4896927,86.63491,0.20755848,-0.10517919,3.3839636,39.983364,-17.213017,0.53759646,8.840353,1.8740824,2.4181793,-3.1852727,15.601608,-39.768333,-0.13885197,9.644671,-1.8937287,2.5388057,0.55038995,0.06954353,1.0,0.5206193,0.2519808,0.096865274,-0.9341436,0.006361694,0.87496346,1.2179657e-18,3.5632696e-05,0.033931106,3.9007921,17.076433,25.47701391996193,81.71553502322692,4.109062183539403,18.86547849463193,19.599817432001526,-0.281461987386382,1.8251496238015743,3108.9167977630864,9589.29864762284,980.6001151271699,2355.9040417432434,2170.653536130518,1.771067498642984,2.0956936822593972,5546.19140625,12074.21875,1009.765625,5005.859375,3018.277709851433,0.7481345451943624,-0.3034706449213802,0.0055039763,0.011487948,0.00090039836,0.005026993,0.0026138045,0.50357854,-0.42384624,0.0958251953125,0.44091796875,0.0146484375,0.051025390625,0.1017950915914491,1.935750106495865,2.873810921909331
03-01-04-02-01-01-01.wav,3,1,4,2,1,1,1,-15.685833,203.09543,-613.59515,-6.6974316,85.86112,0.1972795,-0.08809906,3.4175107,36.166977,-17.550379,0.6334618,8.934175,1.8293399,2.261844,-3.1901836,14.793702,-35.8881,-0.24389322,9.51903,-1.9011222,2.500005,0.5232203,0.030037934,1.0,0.5067657,0.27624187,0.14102711,-0.8217726,0.008739845,1.8660868,6.991778e-19,3.2057564e-05,0.058948796,4.4327517,22.42644,25.136664950626457,81.03847808811656,4.584959995182708,18.59100318610428,19.033410647650214,-0.23383706521150538,1.0130768668133965,2895.5588577933936,9995.88867586952,842.2424145211413,2284.391630719466,2004.585442292339,1.9196750948137897,3.4328007465510124,5291.6581003289475,12654.296875,966.796875,4608.3984375,3122.752670735488,0.7704662426579998,-0.23141821250370498,0.0062044594,0.014597595,0.0008041974,0.0062449547,0.0030755415,0.4347273,-0.03258586,0.0765123869243421,0.4013671875,0.0234375,0.048583984375,0.07372578915740627,2.5241387849314125,6.6483784858081325
