filename,modality,vocal_channel,emotion,voice_intensity,statement,statement_repetition,actor_gender,mfcc_mean,mfcc_max,mfcc_min,mfcc_median,mfcc_std,mfcc_skew,mfcc_kurtosis,mfcc_delta_mean,mfcc_delta_max,mfcc_delta_min,mfcc_delta_median,mfcc_delta_std,mfcc_delta_skew,mfcc_delta_kurtosis,mfcc_delta2_mean,mfcc_delta2_max,mfcc_delta2_min,mfcc_delta2_median,mfcc_delta2_std,mfcc_delta2_skew,mfcc_delta2_kurtosis,chroma_mean,chroma_min,chroma_max,chroma_median,chroma_std,chroma_skew,chroma_kurtosis,mel_mean,mel_max,mel_min,mel_median,mel_std,mel_skew,mel_kurtosis,contrast_mean,contrast_max,contrast_min,contrast_median,contrast_std,contrast_skew,contrast_kurtosis,centroid_mean,centroid_max,centroid_min,centroid_median,centroid_std,centroid_skew,centroid_kurtosis,roll_off_mean,roll_off_max,roll_off_min,roll_off_median,roll_off_std,roll_off_skew,roll_off_kurtosis,rms_mean,rms_max,rms_min,rms_median,rms_std,rms_skew,rms_kurtosis,zero_cr_mean,zero_cr_max,zero_cr_min,zero_cr_median,zero_cr_std,zero_cr_skew,zero_cr_kurtosis
03-01-02-02-02-01-01.wav,3,1,2,2,2,1,1,-14.237424,11.106173,-42.297493,-13.726122,12.237186,0.0049717263,-0.24534762,-0.014256592,5.4865775,-5.220714,-0.06815405,2.4136817,0.0909189,-0.20674825,-0.012523229,3.095611,-3.1238024,-0.013814202,1.2934506,0.019350167,-0.0761876,0.35893273,0.017901035,0.9851003,0.27953994,0.279898,0.9158159,0.0383132,0.003511698,0.038547855,1.0381947e-06,0.0010641154,0.006796088,4.5638742,24.665728087780355,26.44203200183168,38.47661158076479,11.515746711555936,26.53534563051401,5.000265293156731,-0.2441777007090447,1.4228114851806966,1689.389144914721,5026.511547726299,451.11253275409416,1141.457883002619,1293.563620769654,1.4927022727110824,0.8340594755950708,2727.1465226715686,6370.1171875,429.6875,2186.03515625,1795.0256835141597,0.7882669353275475,-0.7923667510164853,0.003710834,0.006752647,0.00016278165,0.0038982513,0.0017412067,-0.36124572,-0.8612106,0.1088053385416666,0.4521484375,0.02001953125,0.04638671875,0.1243871190311615,1.6880074700812109,1.4894133503398723
03-01-02-02-02-02-01.wav,3,1,2,2,2,2,1,-14.10773,9.222659,-41.981956,-13.398195,11.971807,-0.05409347,-0.28988773,-0.035821628,5.257819,-5.1081505,-0.06030049,2.4088128,0.047979165,-0.3182602,-0.020191696,3.1189942,-3.1183498,-0.013976941,1.3140491,-0.078946136,-0.15888727,0.394478,0.026109762,0.99584025,0.31928855,0.29535922,0.7059083,-0.63659954,0.0049065594,0.055396643,1.3036795e-06,0.0010311343,0.010642307,4.1586566,24.665728087780355,26.22984687654885,39.19760770544618,12.294332329400422,25.857381317138746,5.107731718054387,0.0652053079719122,1.4005823222928038,1703.9513317188412,5257.8982837650165,518.642383062349,1136.2096979417722,1258.752233983657,1.6311385613342777,1.4204749001881494,2935.7553546348317,6595.703125,590.8203125,2277.34375,1713.2987492504126,0.8320894654943171,-0.595715107020149,0.004095682,0.010149427,0.00018999036,0.0034646022,0.002355901,0.80061,0.3678527,0.1064178809691011,0.49365234375,0.0126953125,0.04931640625,0.1230206023580465,1.8241004159295937,2.1542449228212144
03-01-03-01-01-01-01.wav,3,1,3,1,1,1,1,-14.091762,11.827047,-41.526337,-13.793287,12.473036,0.09776553,0.058004808,0.01677838,4.9578767,-4.519841,0.055701505,2.3752103,0.033188913,-0.29871443,-0.005732505,3.4990563,-3.3237786,0.0075995913,1.506372,0.045312833,-0.120492324,0.36555436,0.015501459,1.0,0.28050828,0.2933015,0.87523645,-0.13459398,0.025924403,0.33530775,5.12636e-06,0.003579283,0.059889093,4.125736,19.32367,26.662378011656664,39.23541881688614,10.508925296603762,26.83785698386947,5.853686543699576,-0.3854847386889122,1.389984420712182,1529.539656687804,4076.5012571470215,624.4506850910325,1311.4043294886303,836.4748759348641,1.5574841088776668,1.643175091391706,2841.4665670955883,6112.3046875,870.1171875,2674.8046875,1451.027643080204,0.7468675831547088,-0.2595036611933521,0.009361593,0.020460067,0.00054557854,0.008944536,0.005026294,0.045133814,-0.8643091,0.0832591337316176,0.30126953125,0.0244140625,0.05712890625,0.0620248625400361,1.734128548856728,2.3120277531983966
03-01-03-01-01-02-01.wav,3,1,3,1,1,2,1,-13.67647,15.266241,-44.751167,-13.46118,14.266614,0.106211685,-0.088639595,0.10149429,4.9882846,-4.7495584,0.11854825,2.2748744,-0.0770059,-0.12649791,-0.01963912,3.2511532,-3.4726548,-0.0024302776,1.5035744,0.0037736571,-0.18008426,0.39172104,0.021822019,1.0,0.30038843,0.31167218,0.6932269,-0.7466476,0.031161401,0.50370026,7.827705e-07,0.002517325,0.08473742,4.425232,22.583965,26.383093886397926,38.9484080774056,7.658048074040315,26.82340561885486,6.165549890599012,-0.4153340160231017,1.4732781200623415,1464.4351559825704,4394.62754170865,212.47045297982544,1305.93179634802,765.9810839354857,1.724321670613632,3.699207563197114,2807.578125,6649.4140625,64.453125,2868.1640625,1406.278459636786,0.6226586991993198,0.7111003975286403,0.009760965,0.025788922,0.0003675241,0.009017223,0.006522727,0.40559512,-0.61523795,0.0784309895833333,0.23193359375,0.0078125,0.0615234375,0.0483461086884422,1.245522400894712,1.1706925514266144
03-01-03-01-02-01-01.wav,3,1,3,1,2,1,1,-13.812738,10.617487,-40.665226,-13.278112,12.175122,-0.015744796,-0.29663387,-0.018840874,4.4984226,-4.5209794,-0.08521783,2.3501353,0.032305602,-0.595919,0.010566148,3.4226785,-3.351911,-0.028648227,1.4587761,0.05343569,-0.21976025,0.34523487,0.010929581,1.0,0.253509,0.29607382,0.9536231,-0.030137777,0.02150053,0.26761076,7.1639092e-06,0.0035684279,0.049731303,4.033633,18.53741,26.995168343077093,38.25980819882191,10.552625704873671,27.470018244825496,5.477315420584995,-0.4511674027820277,1.8297236753200028,1583.5296150885354,5098.528651169532,478.2251246249673,1254.5304224665545,1076.0591590393778,1.945750580403029,3.112090587065758,2950.253614738806,6789.0625,526.3671875,2621.09375,1738.349662732936,0.6866799157259422,-0.5803058100463825,0.008498893,0.017827298,0.00046305257,0.008256591,0.0045736334,0.0644074,-1.0853856,0.0944642024253731,0.478515625,0.02490234375,0.05224609375,0.1044599095132269,2.3669021443900697,4.9544108794083845
03-01-03-01-02-02-01.wav,3,1,3,1,2,2,1,-14.336942,10.61862,-43.819313,-13.796643,12.59227,-0.10928985,-0.22515135,-0.043613657,5.2307286,-5.082897,0.025670877,2.5060353,-0.07659868,-0.46272594,-0.0067832842,3.7002354,-3.4755967,0.049349617,1.530513,0.009240988,-0.06865617,0.3381076,0.012944986,1.0,0.22436012,0.29881224,0.9807248,-0.11011741,0.01640851,0.22823034,1.3075698e-06,0.00213501,0.039737325,4.3465586,22.074839,27.043776785099983,37.79275404517279,10.340460869660223,27.257167220630404,5.210329100690011,-0.4898937675488959,1.740671037766425,1756.2364926486057,5128.5173007867415,559.4836683982961,1361.5408604358572,1164.1155750387773,1.7172533049669056,1.785733637160277,3102.120535714286,6391.6015625,655.2734375,2803.7109375,1496.1941764064034,0.7232806240270097,-0.3057369597309307,0.0077450313,0.015058566,0.00041201778,0.0077334885,0.003727521,-0.04835498,-0.8981364,0.1010361708603896,0.4501953125,0.02099609375,0.05712890625,0.1069099130121884,1.9999283259171496,2.8196073638222634
03-01-03-02-01-01-01.wav,3,1,3,2,1,1,1,-13.364151,20.714611,-45.143707,-13.703684,14.445084,0.20612971,-0.014954192,-0.017793307,5.7576323,-5.99099,0.093975365,2.8351662,-0.066484585,-0.24232331,-0.021556173,3.791427,-4.2492876,0.02295431,1.6872158,-0.042543218,-0.024697786,0.3373115,0.0056200796,1.0,0.23833491,0.31082776,0.872637,-0.35076872,0.059358105,1.0077536,1.4074034e-05,0.0036163842,0.16814172,4.6019273,24.372314,27.077894844717825,40.59087917296574,11.23426281483166,27.23741114400866,5.608118752171796,-0.1312985627197469,2.056560505626788,1708.9235405926893,4679.586413002846,791.1612215793718,1435.2993887099665,879.4613519577637,1.68956172448384,2.087240374353395,3005.310894691781,6875.0,848.6328125,2545.8984375,1477.6022574390795,0.949228137194726,0.0955892230054864,0.013953351,0.038024634,0.0007236717,0.0128334295,0.008261051,0.58904994,0.043571234,0.091796875,0.29248046875,0.029296875,0.07177734375,0.0630420537521571,1.518659722449938,1.469091378490667
03-01-03-02-01-02-01.wav,3,1,3,2,1,2,1,-12.875255,24.245825,-47.11121,-13.4450865,15.879079,0.33245587,0.33027792,0.08127452,6.6510706,-6.3557677,0.21917316,2.9147947,-0.069078915,0.14112504,-0.03378217,3.789278,-4.073157,-0.04106043,1.6285741,-0.07986443,0.31212682,0.34747314,0.0069835386,1.0,0.23310609,0.32097754,0.8285639,-0.5890253,0.08959799,1.8614247,1.3655565e-06,0.003705615,0.2985628,4.8710184,26.969334,26.732051969522864,41.09157229109411,8.286156959125423,26.62445272314439,6.60796055034191,-0.2025358398813186,1.494082241670164,1599.8103925519804,4887.978660578392,388.8532883799703,1460.5125291649103,772.8356701258102,1.8548932308407584,4.053540180358323,3010.199652777778,7036.1328125,429.6875,2954.1015625,1399.0090063571015,1.0553036501631754,0.9827917365716056,0.01582947,0.057447825,0.00051332224,0.013502615,0.0123852715,1.2236758,1.667438,0.0879328221450617,0.3095703125,0.00390625,0.06982421875,0.0651270936523268,1.721360849680163,2.8151156263054453
03-01-03-02-02-01-01.wav,3,1,3,2,2,1,1,-12.945932,19.75285,-45.246437,-13.447133,14.697975,0.16899142,-0.020766597,-0.0009831041,6.429515,-6.5464334,0.07238061,2.92221,-0.008625699,-0.09136541,-0.009211706,4.122104,-4.1322546,-0.020157348,1.7447621,-0.014333636,0.0925435,0.3289993,0.0068896622,1.0,0.20480411,0.3152381,0.9467527,-0.23718642,0.13383803,2.3271306,1.2877275e-05,0.011322285,0.3721767,4.2648067,21.820969,28.203246884414877,41.61467723182347,10.570345575978418,28.04057270952732,5.981691610739273,-0.2826451851831745,1.4448266814438129,1972.295206853343,5553.236395411732,802.2199646077418,1631.1009419224397,1146.7036489328425,1.8762683618029348,2.5168446696736746,3501.700367647059,6778.3203125,1095.703125,3308.59375,1502.29855483562,0.8378106994112825,0.0330689626707756,0.021707794,0.04682928,0.0011975995,0.020552227,0.011772262,0.39963531,-0.75508714,0.1180893841911764,0.54150390625,0.02685546875,0.0703125,0.120190780905316,2.233923539356,4.06107791849779
03-01-03-02-02-02-01.wav,3,1,3,2,2,2,1,-13.640175,18.484934,-47.110798,-13.492047,14.643573,0.13470466,0.028045649,-0.016064405,6.513345,-6.39182,-0.1348018,2.964774,0.00640026,-0.13895133,0.001609832,4.204788,-4.2107368,-0.014080226,1.7269741,-0.1342695,0.3044504,0.31761274,0.006617299,0.9987726,0.19533056,0.3105891,0.99726635,-0.16557355,0.11360578,1.9451635,6.74331e-06,0.009741363,0.3151727,4.518862,24.00668,28.477806560017125,40.740703153588015,8.02238160674553,28.435920887236502,5.699551649138132,-0.6062446554277415,2.757037350264964,1876.765612309341,5655.703484464236,804.4845714929495,1485.2027091354828,1165.6079768518794,2.053214973418366,3.266814907229386,3377.918332122093,7025.390625,1084.9609375,3125.9765625,1461.8112877427056,1.1331138233689608,0.6634007378563491,0.019891134,0.04350214,0.0010383705,0.018871076,0.011041446,0.25522175,-0.87967134,0.1090684047965116,0.5322265625,0.02001953125,0.065673828125,0.1163868615189605,2.4043472859666792,4.941057043093569
03-01-04-01-01-01-01.wav,3,1,4,1,1,1,1,-15.28982,8.822687,-42.54778,-15.100355,11.45766,-0.11587588,-0.15630107,-0.021581616,5.069413,-4.7807717,-0.12579466,2.3255825,0.0076832054,-0.3303903,-0.0014162123,3.3942897,-3.2351017,-0.04502199,1.405935,0.07079148,-0.19584084,0.37228587,0.011133463,0.9911087,0.29505846,0.29642263,0.7417123,-0.40112388,0.006386935,0.11164672,2.6272821e-06,0.0006147126,0.018785454,4.7720065,25.906914,26.15114331088193,38.16571025699478,11.193054017410509,26.10664044258056,5.232853169180477,-0.258320761460986,2.074200148786059,1538.4450524290248,4372.003195558954,579.6670455627172,1228.045434818296,839.5627792284572,1.6527751675761924,2.362274448015201,2898.1360918209875,5768.5546875,999.0234375,2664.0625,1311.519111775822,0.4782033542732768,-0.7937224339533011,0.0043860967,0.015120993,0.00031124984,0.0040390664,0.0030234242,1.455839,2.7655058,0.0864679783950617,0.32421875,0.015625,0.0654296875,0.0700485738092701,1.8204779971210745,2.9117165860697938
03-01-04-01-01-02-01.wav,3,1,4,1,1,2,1,-14.12086,9.759546,-43.019505,-13.367052,11.807958,0.017046124,-0.19932973,0.0027170405,4.5598564,-4.467263,-0.06903096,2.2349944,-0.06363923,-0.40113002,-0.031702943,3.0299454,-3.2304015,-0.06530754,1.410353,-0.001113218,-0.3037645,0.37163672,0.016746731,1.0,0.2772639,0.2917533,0.7957954,-0.33457613,0.005964945,0.09675059,5.6675564e-08,0.0007963915,0.01618399,4.20606,20.391842,25.96087966609445,39.088952094927166,9.505999296081947,26.030219484234188,5.733272356295904,-0.2260779894183029,1.7684389314112772,1547.109000343807,3766.447909782279,546.5057542970644,1235.8934785442268,883.4763721656765,1.319958655316382,0.4734631953341752,2882.688710387324,6004.8828125,870.1171875,2481.4453125,1439.8404629851602,0.7667973012252616,-0.4530874091355819,0.0043048784,0.011242083,0.00026569227,0.0037747377,0.0027563816,0.77891797,0.06016469,0.0913979973591549,0.3857421875,0.01806640625,0.056640625,0.0790654833482647,1.7929711075198336,2.8742795544641657
03-01-04-01-02-01-01.wav,3,1,4,1,2,1,1,-14.681513,8.279902,-40.442554,-14.218686,11.440917,-0.05672551,-0.1552649,0.012189272,4.427023,-4.1646957,-0.029833984,2.163314,-0.072199,-0.45449084,-0.032346822,3.1216605,-2.749081,-0.04750512,1.2782357,0.05471617,-0.0745237,0.3934275,0.023884928,0.99134755,0.3097225,0.30068496,0.68544483,-0.6088197,0.004799267,0.057395164,4.501925e-06,0.00092317135,0.010738064,4.0548215,18.645847,26.4119268078128,37.41912966377833,10.475349627229564,26.555836817049503,5.326344088444352,-0.4621597588311808,1.1362503553112482,1467.6738311067734,4580.455143966205,526.9044464134581,1132.9648724915412,957.6486791456056,2.013960945239033,3.270109551624931,2693.4795673076924,6155.2734375,623.046875,2374.0234375,1435.9935560996537,1.1052774118715627,0.2723081754012777,0.004042399,0.009876123,0.000252432,0.003630525,0.0021670146,0.8242127,0.5828109,0.0855318509615384,0.4169921875,0.01953125,0.05029296875,0.0869410074488018,2.35699886908903,5.118356212168612
03-01-04-01-02-02-01.wav,3,1,4,1,2,2,1,-14.196112,9.688062,-42.62919,-13.167689,12.329318,-0.031069169,-0.25644445,-0.069777004,4.9947805,-4.507977,-0.24237362,2.3013847,0.1316689,-0.42192286,-0.030108426,3.4868171,-3.2677047,-0.053685106,1.451002,0.02407211,-0.08204306,0.36112297,0.015967289,0.9873511,0.2684347,0.29480064,0.8679414,-0.1816078,0.007737262,0.10088372,2.4037e-06,0.0012006311,0.018105987,4.070592,24.665728087780355,26.27528543646413,38.82355993171385,11.139005508746342,26.24069267496075,5.318977510893727,-0.1411681098009117,1.7478850247130997,1528.8270389328984,4794.649327393892,490.3000543659107,1191.296463510934,1057.660033025506,1.8582758367516052,2.4793798122070543,2709.213256835937,6037.109375,504.8828125,2454.58984375,1483.936804713496,0.8410756270396267,-0.1402531251761001,0.0051922603,0.011487948,0.00024787322,0.004879645,0.002804993,0.3618322,-0.45539737,0.0949020385742187,0.44091796875,0.0185546875,0.05224609375,0.0983628219529044,2.046976965499302,3.3851514374479192
