filename,modality,vocal_channel,emotion,voice_intensity,statement,statement_repetition,actor_gender,mfcc_mean,mfcc_max,mfcc_min,mfcc_median,mfcc_std,mfcc_delta_max,mfcc_delta_min,mfcc_delta_std,mfcc_delta_kurtosis,mfcc_delta2_max,mfcc_delta2_min,mfcc_delta2_std,chroma_min
03-01-04-02-02-02-01.wav,3,1,4,2,2,2,1,-14.471113,11.32864,-43.527184,-13.898206,12.429502,5.3201284,-5.3516083,2.5591264,-0.3041881,3.6262367,-3.5570831,1.5785892,0.00950345
03-01-05-01-01-01-01.wav,3,1,5,1,1,1,1,-11.884825,20.761316,-44.57666,-11.459163,14.485202,6.0802455,-6.3508024,2.9839816,-0.1613971,3.963342,-4.1799355,1.7107748,0.018605495
03-01-05-01-01-02-01.wav,3,1,5,1,1,2,1,-12.551814,23.215748,-46.01946,-12.33407,15.234088,6.728778,-6.814149,3.0311751,0.07470745,4.338374,-4.608701,1.7777077,0.011984929
03-01-05-01-02-01-01.wav,3,1,5,1,2,1,1,-12.966044,15.493756,-42.957718,-12.944491,13.854364,5.4102426,-5.8315344,2.8314834,-0.43900293,3.89151,-3.9292386,1.7377567,0.013040069
03-01-05-01-02-02-01.wav,3,1,5,1,2,2,1,-12.63985,20.57669,-43.798946,-12.716186,14.448313,6.0391293,-6.1707315,2.98031,-0.28602305,4.233728,-4.2355704,1.7870882,0.007044859
03-01-05-02-01-01-01.wav,3,1,5,2,1,1,1,-8.57659,27.480213,-45.928585,-8.35362,15.878377,6.8066683,-6.827423,3.2138627,-0.3061227,4.309227,-4.427455,1.8552511,0.0041755433
03-01-05-02-01-02-01.wav,3,1,5,2,1,2,1,-10.929045,30.162933,-49.80619,-10.5860195,16.335815,7.3882995,-7.0559416,2.8341305,0.6473394,4.890268,-4.9627953,1.7271506,0.003317273
03-01-05-02-02-01-01.wav,3,1,5,2,2,1,1,-9.083956,30.804834,-45.617786,-9.626289,16.512665,6.9186287,-7.332036,3.2725682,0.000463441,4.1944337,-4.666909,1.8911798,0.005836811
03-01-05-02-02-02-01.wav,3,1,5,2,2,2,1,-8.178019,27.033295,-45.076374,-7.953189,15.5477295,6.9244375,-6.8231325,3.0558496,-0.2970286,4.099341,-4.2501326,1.7362616,0.0046460605
03-01-06-01-01-01-01.wav,3,1,6,1,1,1,1,-12.5314045,12.885205,-40.629704,-12.458677,11.937799,5.2503076,-5.118011,2.5043902,-0.40502912,3.4719276,-3.4490921,1.5047864,0.01357264
03-01-06-01-01-02-01.wav,3,1,6,1,1,2,1,-14.440588,14.289004,-44.10039,-14.297351,12.895922,5.471573,-5.413595,2.6709778,-0.39036074,3.4211001,-3.6275005,1.6072443,0.0064160437
03-01-06-01-02-01-01.wav,3,1,6,1,2,1,1,-14.345909,17.781055,-44.891083,-15.666971,15.225042,6.1515226,-5.2178383,2.002254,1.3479363,3.4402497,-3.4745724,1.1002563,0.017749215
03-01-06-01-02-02-01.wav,3,1,6,1,2,2,1,-13.29352,13.504969,-44.879158,-12.772791,13.335568,5.2330637,-5.217328,2.4620056,-0.32146424,3.3922799,-3.2509377,1.3922923,0.01714419
03-01-06-02-01-01-01.wav,3,1,6,2,1,1,1,-9.224309,28.507685,-45.765545,-8.427002,15.553106,7.6029105,-6.523101,2.843654,0.41050044,4.1961923,-4.4265275,1.6338059,0.004058713
03-01-06-02-01-02-01.wav,3,1,6,2,1,2,1,-9.967032,24.59003,-44.256695,-10.406179,14.834528,6.832231,-6.481096,2.9090292,-0.16046062,4.110971,-4.127845,1.7336051,0.0029078743
03-01-06-02-02-01-01.wav,3,1,6,2,2,1,1,-9.509264,25.402481,-44.237,-9.631495,15.337854,6.3689194,-6.705181,3.1464324,-0.33273548,4.015967,-4.1664553,1.8155724,0.0037349395
03-01-06-02-02-02-01.wav,3,1,6,2,2,2,1,-10.137138,27.10824,-45.358948,-11.065927,15.615381,7.0886827,-6.9453897,3.3075829,-0.22342595,4.1672363,-4.58543,1.8859208,0.004739702
03-01-07-01-01-01-01.wav,3,1,7,1,1,1,1,-15.054584,18.102055,-46.80616,-14.900569,14.09949,6.3416452,-6.5627975,2.7392447,0.26569572,3.8923926,-4.145148,1.5813915,0.00871284
03-01-07-01-01-02-01.wav,3,1,7,1,1,2,1,-14.153719,21.747766,-47.643486,-13.984499,14.398727,6.548181,-6.588314,2.7897086,0.44898635,4.043452,-4.2877326,1.5933608,0.005090148
03-01-07-01-02-01-01.wav,3,1,7,1,2,1,1,-14.75592,11.732034,-44.79117,-13.445621,13.358849,5.344758,-5.58936,2.5576453,-0.5073509,3.4802985,-3.286782,1.3767294,0.013473578
03-01-07-01-02-02-01.wav,3,1,7,1,2,2,1,-14.544009,15.222742,-45.220295,-13.404322,13.417578,5.6584625,-5.7354317,2.5539184,-0.05884854,3.722921,-3.5888221,1.4473697,0.014083148
03-01-07-02-01-01-01.wav,3,1,7,2,1,1,1,-13.121974,27.076029,-49.939316,-13.742874,16.559986,7.9688134,-7.771693,3.3257446,0.11634159,4.6772165,-4.579625,1.8201017,0.0015985514
03-01-07-02-01-02-01.wav,3,1,7,2,1,2,1,-13.365339,25.888393,-46.69512,-14.426941,15.754908,7.1013002,-7.0645523,3.0381176,0.015197736,4.0744977,-4.4492526,1.728479,0.0028114028
03-01-07-02-02-01-01.wav,3,1,7,2,2,1,1,-13.869471,29.391088,-50.480705,-14.198697,17.258417,7.7456956,-7.669648,3.1971726,0.4444902,4.5221024,-4.9947944,1.8401077,0.004612722
03-01-07-02-02-02-01.wav,3,1,7,2,2,2,1,-13.1336975,26.535694,-47.625618,-12.979681,15.622989,7.1518426,-6.7578683,2.9685745,0.37482032,4.184659,-4.531034,1.6662376,0.0054283026
03-01-08-01-01-01-01.wav,3,1,8,1,1,1,1,-14.708933,13.07876,-41.359917,-14.291504,12.471891,4.8631487,-5.007636,2.4497943,-0.35019535,3.3255715,-3.6535523,1.60731,0.023203408
03-01-08-01-01-02-01.wav,3,1,8,1,1,2,1,-14.055196,10.264865,-43.790825,-13.688197,12.315474,4.432197,-4.4187164,2.335643,-0.46467534,3.191526,-3.385646,1.5486904,0.035256855
03-01-08-01-02-01-01.wav,3,1,8,1,2,1,1,-14.359065,11.966614,-42.030903,-14.751233,12.622004,5.0628824,-4.697407,2.491589,-0.53840435,3.2095368,-3.0952752,1.4474822,0.013400772
03-01-08-01-02-02-01.wav,3,1,8,1,2,2,1,-15.084683,11.675159,-44.883503,-14.878558,13.119856,4.8898773,-4.5650187,2.50037,-0.5418717,3.0818486,-3.2730389,1.4749229,0.022044351
03-01-08-02-01-01-01.wav,3,1,8,2,1,1,1,-13.836101,14.645262,-42.654198,-13.957382,13.119772,5.125615,-5.1526995,2.5453663,-0.3820607,3.4150925,-3.699266,1.6445186,0.012947836
03-01-08-02-01-02-01.wav,3,1,8,2,1,2,1,-12.834574,18.767849,-48.70273,-12.899954,13.792974,6.3800755,-5.6782026,2.8314774,-0.11911915,4.033104,-4.4016795,1.7815214,0.01176091
03-01-08-02-02-01-01.wav,3,1,8,2,2,1,1,-14.30278,13.032898,-43.509434,-14.315575,12.7381,5.0034857,-4.880358,2.4880452,-0.48881674,3.6692138,-3.7257512,1.5829211,0.014547788
03-01-08-02-02-02-01.wav,3,1,8,2,2,2,1,-12.725217,17.927433,-41.45268,-13.117365,13.85202,5.176786,-5.487001,2.6833344,-0.29106742,3.333643,-3.574226,1.5939096,0.009876161
03-01-01-01-01-01-02.wav,3,1,1,1,1,1,2,-12.359813,24.421543,-44.333965,-13.325566,15.249643,6.4860444,-6.1228204,2.9990516,0.035775084,3.9258957,-4.180176,1.7201455,0.004290509
03-01-01-01-01-02-02.wav,3,1,1,1,1,2,2,-12.699229,25.032318,-44.33406,-13.3137,15.589111,6.6024656,-6.435866,3.1174073,-0.07782588,3.9027743,-4.553538,1.7805893,0.002162565
03-01-01-01-02-01-02.wav,3,1,1,1,2,1,2,-12.078695,26.109125,-44.862038,-13.352106,16.496449,6.4360504,-6.725032,3.0727327,0.14760943,3.981617,-4.202426,1.7407544,0.0033137708
03-01-01-01-02-02-02.wav,3,1,1,1,2,2,2,-12.736789,26.463379,-45.34477,-13.988727,16.528532,6.829689,-6.423716,3.1424162,-0.06344851,4.103556,-4.3910265,1.7798535,0.0032397874
03-01-02-01-01-01-02.wav,3,1,2,1,1,1,2,-12.259035,25.99646,-43.79383,-13.536291,15.308283,6.664308,-6.084016,2.9620678,-0.13269535,3.8293698,-4.0799203,1.6264446,0.0033636459
03-01-02-01-01-02-02.wav,3,1,2,1,1,2,2,-12.860995,26.270828,-44.13963,-14.908328,15.663775,6.924507,-6.0189085,2.8828952,0.21658197,3.7854857,-4.1582766,1.5661445,0.0021296444
03-01-02-01-02-01-02.wav,3,1,2,1,2,1,2,-13.406436,23.691387,-44.691242,-14.523581,15.523053,6.6683183,-6.4409533,2.9498153,0.045273907,3.9471734,-4.1191683,1.6238213,0.003430485
03-01-02-01-02-02-02.wav,3,1,2,1,2,2,2,-14.101825,24.715244,-45.404583,-15.682409,15.8702345,6.5646996,-6.5409737,2.9630082,0.14724663,3.9713318,-4.301249,1.6292088,0.0039330674
03-01-02-02-01-01-02.wav,3,1,2,2,1,1,2,-13.843572,23.434744,-44.73197,-14.913443,14.825343,6.502865,-6.141408,2.8467095,0.06538399,3.7207236,-3.8544464,1.536369,0.0010691043
03-01-02-02-01-02-02.wav,3,1,2,2,1,2,2,-14.010931,23.551054,-44.35617,-15.321329,15.03332,6.583992,-5.7683153,2.7643514,0.013031227,3.6546102,-4.114995,1.5908165,0.0017105454
03-01-02-02-02-01-02.wav,3,1,2,2,2,1,2,-14.43309,23.292812,-46.892605,-15.7424345,16.068087,7.0523376,-7.0873976,3.0591404,0.25387248,3.7568288,-4.0878882,1.6263549,0.0026121403
03-01-02-02-02-02-02.wav,3,1,2,2,2,2,2,-14.08298,21.35784,-44.781956,-15.157845,15.124621,6.699472,-6.580339,2.9550955,-0.004234174,3.8574955,-3.859553,1.5950506,0.0032394293
03-01-03-01-01-01-02.wav,3,1,3,1,1,1,2,-12.062605,30.538824,-43.7806,-14.295398,16.584345,7.192332,-6.8904305,3.1956482,0.13116963,4.114356,-4.439759,1.8148129,0.004692122
03-01-03-01-01-02-02.wav,3,1,3,1,1,2,2,-12.089135,29.025482,-45.86994,-13.848157,16.569408,7.1822343,-7.020401,3.2876835,0.05959686,4.0154433,-4.319703,1.7591228,0.004858929
03-01-03-01-02-01-02.wav,3,1,3,1,2,1,2,-13.08441,28.69082,-48.60055,-14.843771,17.23645,7.0424194,-7.1589622,3.3104072,-0.03478182,4.5069437,-4.6811247,1.8883877,0.0052233157
03-01-03-01-02-02-02.wav,3,1,3,1,2,2,2,-12.503439,28.062572,-47.428078,-13.995634,17.054367,7.1222954,-7.5401473,3.378873,0.07619108,4.4125237,-4.630553,1.8681877,0.0053185225
03-01-03-02-01-01-02.wav,3,1,3,2,1,1,2,-11.450035,32.7224,-46.26004,-13.83833,17.63065,7.042086,-6.8994737,3.1654751,0.2990945,4.4987144,-4.879505,1.9717935,0.004005281
03-01-03-02-01-02-02.wav,3,1,3,2,1,2,2,-10.115848,33.391396,-43.244675,-12.209891,17.432104,7.18633,-7.0765624,3.3085914,-0.022632051,4.1299872,-4.5637407,1.8913472,0.006644553
03-01-03-02-02-01-02.wav,3,1,3,2,2,1,2,-12.052542,29.694378,-46.63081,-13.902224,17.902899,7.572728,-7.0895815,3.523312,-0.058683824,4.3245435,-4.836576,1.9038016,0.003828774
03-01-03-02-02-02-02.wav,3,1,3,2,2,2,2,-11.722597,33.00135,-47.641384,-13.533701,18.53433,7.813638,-7.914899,3.5987053,0.07602799,4.509869,-4.920816,2.047074,0.0021548972
03-01-04-01-01-01-02.wav,3,1,4,1,1,1,2,-13.309868,21.519373,-45.642845,-14.072458,15.285776,6.1097093,-5.4149914,2.6956716,-0.101316765,3.684801,-3.8165748,1.5661274,0.002522014
03-01-04-01-01-02-02.wav,3,1,4,1,1,2,2,-12.680048,22.549387,-43.07954,-13.551874,14.894916,5.8599834,-5.7534704,2.7726202,-0.21333167,3.5212986,-3.8244176,1.5892227,0.0024022511
03-01-04-01-02-01-02.wav,3,1,4,1,2,1,2,-13.186931,20.025099,-44.43389,-13.77141,14.905737,5.967106,-5.5690384,2.686818,-0.08034398,3.8288124,-3.6303227,1.5304663,0.0025733397
03-01-04-01-02-02-02.wav,3,1,4,1,2,2,2,-12.680163,20.854574,-45.083664,-13.244436,15.006022,5.9609795,-5.902381,2.7098603,-0.035559107,3.74369,-3.5792148,1.549023,0.0022838803
03-01-04-02-01-01-02.wav,3,1,4,2,1,1,2,-14.121939,18.865736,-45.428844,-15.157145,14.429126,5.416663,-5.544468,2.6660328,-0.25341836,3.589367,-3.8360868,1.6147591,0.0052099056
03-01-04-02-01-02-02.wav,3,1,4,2,1,2,2,-13.789894,20.199842,-44.365467,-14.316663,14.244089,5.6016235,-5.2659035,2.5280669,-0.10589775,3.7517216,-3.9588401,1.6782722,0.005261565
03-01-04-02-02-01-02.wav,3,1,4,2,2,1,2,-15.257965,18.966969,-48.8293,-15.788416,15.306506,6.187152,-6.0960684,2.8368824,-0.0020018995,3.8058133,-3.9249394,1.6520348,0.0021379152
03-01-04-02-02-02-02.wav,3,1,4,2,2,2,2,-15.268916,17.979641,-49.444008,-15.421919,14.946279,6.483589,-6.0134926,2.9119046,-0.14654179,3.6905296,-3.9128013,1.7207282,0.0037456725
03-01-05-01-01-01-02.wav,3,1,5,1,1,1,2,-10.527417,27.844671,-42.96579,-11.028761,15.678406,6.5711775,-6.520166,2.9354954,0.35661027,4.2694407,-4.555951,1.8181444,0.00343013
03-01-05-01-01-02-02.wav,3,1,5,1,1,2,2,-10.231729,30.34844,-42.70922,-11.219097,15.935466,7.219365,-6.856887,2.89368,0.6908506,4.408867,-4.684979,1.8117487,0.0062718694
03-01-05-01-02-01-02.wav,3,1,5,1,2,1,2,-11.49275,29.243353,-49.23585,-12.595741,17.125164,7.036484,-7.0154314,3.2231164,0.2802484,4.254695,-4.9599686,1.9301836,0.0054222443
03-01-05-01-02-02-02.wav,3,1,5,1,2,2,2,-11.968233,24.871231,-47.95867,-12.783867,16.209478,6.6782746,-6.6018815,3.1518002,0.0012186884,4.3109026,-4.7258425,1.8646694,0.007789469
03-01-05-02-01-01-02.wav,3,1,5,2,1,1,2,-8.927906,34.919186,-46.68702,-10.152914,17.449747,7.6992774,-7.8619676,3.4773545,0.0020375014,4.714853,-4.953514,2.028445,0.0029306223
03-01-05-02-01-02-02.wav,3,1,5,2,1,2,2,-9.390567,33.42524,-46.66132,-10.430784,17.208109,7.6225104,-7.6052537,3.4581985,-0.032098435,4.6739774,-5.3903065,2.005691,0.0041050124
03-01-05-02-02-01-02.wav,3,1,5,2,2,1,2,-10.4257765,32.7382,-48.776955,-11.533369,18.725327,7.7069917,-7.865575,3.671552,-0.25053185,4.970422,-5.1934648,2.1541378,0.0045036445
03-01-05-02-02-02-02.wav,3,1,5,2,2,2,2,-11.11743,33.723034,-53.210804,-11.828035,18.82275,7.7954645,-7.860627,3.678788,-0.07835093,4.7723436,-5.1371083,2.0987003,0.003984343
03-01-06-01-01-01-02.wav,3,1,6,1,1,1,2,-12.789243,20.084055,-45.39708,-13.20151,14.920088,6.1554313,-5.7753696,2.8674393,-0.4043714,3.6927292,-3.6459897,1.6226099,0.0011254178
03-01-06-01-01-02-02.wav,3,1,6,1,1,2,2,-12.8739805,21.354792,-45.239643,-13.630106,15.566791,6.3213854,-6.0548286,2.9694443,-0.40323266,3.870411,-4.0488534,1.7235622,0.0011290618
03-01-06-01-02-01-02.wav,3,1,6,1,2,1,2,-12.564069,21.408764,-46.061443,-13.175087,15.727801,6.3348303,-6.095877,2.9219997,-0.17637856,4.002785,-3.9212875,1.7809327,0.0016731932
03-01-06-01-02-02-02.wav,3,1,6,1,2,2,2,-13.086973,20.430035,-46.742096,-13.483434,15.386953,6.1314325,-6.419641,3.0155559,-0.25363448,3.989224,-3.9573815,1.7897354,0.0015268439
03-01-06-02-01-01-02.wav,3,1,6,2,1,1,2,-12.399405,21.635777,-45.547287,-12.239765,15.464834,6.2034698,-6.114336,3.056137,-0.48281536,4.0143876,-3.9819298,1.7680938,0.0015591896
03-01-06-02-01-02-02.wav,3,1,6,2,1,2,2,-12.213297,22.191326,-45.689198,-12.778158,15.719955,6.3247666,-5.717368,2.8886583,-0.3672707,3.768748,-3.912042,1.6652434,0.0014189814
03-01-06-02-02-01-02.wav,3,1,6,2,2,1,2,-12.034641,25.036697,-46.30238,-12.797401,16.432419,6.9016037,-6.8947854,3.316873,-0.31561646,4.3540406,-4.3925676,1.9345992,0.0020800268
03-01-06-02-02-02-02.wav,3,1,6,2,2,2,2,-11.090265,24.754965,-45.341785,-11.912491,16.752583,6.148923,-6.397231,3.0663726,-0.46929055,4.1189165,-4.2867455,1.8953022,0.0011952008
03-01-07-01-01-01-02.wav,3,1,7,1,1,1,2,-12.952768,21.889477,-42.58418,-13.732437,14.3085985,5.786211,-5.8583994,2.6629047,0.16235547,3.8648255,-3.8519845,1.5417913,0.0028707252
03-01-07-01-01-02-02.wav,3,1,7,1,1,2,2,-13.814542,20.233418,-42.8182,-14.6693325,14.16935,6.127498,-5.9256296,2.7564416,0.17966639,4.137111,-4.041275,1.7012688,0.0069730133
03-01-07-01-02-01-02.wav,3,1,7,1,2,1,2,-13.81828,20.191292,-47.817524,-15.056519,15.5971985,6.3289213,-5.854342,2.8441532,-0.05556388,3.9241269,-4.296735,1.6890951,0.003188458
03-01-07-01-02-02-02.wav,3,1,7,1,2,2,2,-13.681473,22.058796,-44.755363,-14.353208,15.6623125,6.199566,-6.454679,2.923336,0.010571134,3.8493888,-4.012353,1.6030105,0.0036301052
03-01-07-02-01-01-02.wav,3,1,7,2,1,1,2,-13.547256,23.809853,-46.028812,-13.900525,14.939468,6.9972434,-6.776924,2.956452,0.25266847,4.201293,-4.263627,1.6774552,0.002882221
03-01-07-02-01-02-02.wav,3,1,7,2,1,2,2,-12.193977,22.72366,-45.859707,-12.5710945,15.156866,6.264448,-6.3014913,2.8532672,-0.18649994,4.0668516,-3.916738,1.6957325,0.004656866
03-01-07-02-02-01-02.wav,3,1,7,2,2,1,2,-12.768003,23.885836,-46.774628,-13.619249,15.73717,6.9712296,-6.7492957,3.1160831,-0.113869525,4.256938,-4.436006,1.7960527,0.003308107
03-01-07-02-02-02-02.wav,3,1,7,2,2,2,2,-12.186954,22.072224,-44.823463,-12.933887,15.112219,6.464335,-6.4698143,2.9130769,0.013384366,4.168321,-4.3181787,1.6952574,0.006889611
03-01-08-01-01-01-02.wav,3,1,8,1,1,1,2,-9.658642,29.018993,-42.836597,-10.671695,15.706533,6.803158,-6.399906,3.075356,0.064727485,3.999874,-4.670969,1.8571037,0.003817903
03-01-08-01-01-02-02.wav,3,1,8,1,1,2,2,-11.238507,26.316523,-44.369164,-12.102877,15.627129,6.66969,-6.7817116,3.1158261,0.104721785,3.8936322,-4.4001517,1.7577425,0.0056220796
03-01-08-01-02-01-02.wav,3,1,8,1,2,1,2,-11.912043,26.61463,-44.367332,-13.018316,16.018702,6.6017485,-6.666806,3.2131934,-0.11999265,4.06338,-4.2621775,1.8276422,0.0038176381
03-01-08-01-02-02-02.wav,3,1,8,1,2,2,2,-11.853691,26.52744,-45.532494,-13.112146,16.51543,6.720759,-6.948648,3.3207965,-0.14247891,4.145454,-4.3671565,1.9131235,0.0033823599
03-01-08-02-01-01-02.wav,3,1,8,2,1,1,2,-9.438744,30.402782,-46.813663,-10.476441,16.07626,7.108812,-6.6873055,3.1290545,0.0047167363,4.2032666,-4.6591616,1.8902022,0.005632464
03-01-08-02-01-02-02.wav,3,1,8,2,1,2,2,-10.320171,30.25434,-44.00761,-11.267664,16.310064,7.724675,-7.2033243,3.2615447,0.20790935,4.7538004,-5.3313365,1.9894574,0.0037590705
03-01-08-02-02-01-02.wav,3,1,8,2,2,1,2,-10.645544,27.543629,-47.484814,-10.505879,16.80508,6.930916,-7.233329,3.3344872,-0.026069934,4.4299197,-4.6191597,1.9139595,0.00243165
03-01-08-02-02-02-02.wav,3,1,8,2,2,2,2,-11.652067,26.18655,-47.299965,-12.533475,16.41373,6.733003,-7.252599,3.3134224,-0.081600234,4.378859,-4.404646,1.846019,0.002648119
03-01-01-01-01-01-03.wav,3,1,1,1,1,1,1,-13.76465,15.061876,-42.186077,-13.994311,13.02354,5.7755747,-5.268918,2.636042,-0.12407543,3.4397895,-3.6698475,1.6164367,0.008738103
03-01-01-01-01-02-03.wav,3,1,1,1,1,2,1,-11.057229,20.102438,-40.208355,-11.63779,13.346308,5.4961433,-5.245358,2.6282833,-0.12471559,3.7015872,-3.8482356,1.6400261,0.009597358
03-01-01-01-02-01-03.wav,3,1,1,1,2,1,1,-14.3266735,12.478586,-42.441216,-14.083592,12.899683,5.2272305,-4.980118,2.3895674,-0.079941794,3.4900901,-3.5002122,1.5183961,0.018378781
03-01-01-01-02-02-03.wav,3,1,1,1,2,2,1,-13.927426,14.265091,-42.708492,-13.737277,13.28965,5.1977644,-5.402497,2.452078,0.07452003,3.534668,-3.625499,1.5346632,0.01506191
03-01-02-01-01-01-03.wav,3,1,2,1,1,1,1,-13.47437,12.919065,-40.42124,-13.016481,11.832209,5.298909,-4.9500375,2.405744,-0.2187763,3.3110976,-3.315412,1.4133183,0.014165965
03-01-02-01-01-02-03.wav,3,1,2,1,1,2,1,-13.965335,12.645748,-41.28785,-13.776614,12.210577,5.3564205,-5.0559373,2.4099019,-0.22571948,3.3340364,-3.1667702,1.4056374,0.017407829
