filename,age category,emotion,mfcc_mean,mfcc_max,mfcc_min,mfcc_median,mfcc_std,mfcc_skew,mfcc_kurtosis,mfcc_delta_mean,mfcc_delta_max,mfcc_delta_min,mfcc_delta_median,mfcc_delta_std,mfcc_delta_skew,mfcc_delta_kurtosis,mfcc_delta2_mean,mfcc_delta2_max,mfcc_delta2_min,mfcc_delta2_median,mfcc_delta2_std,mfcc_delta2_skew,mfcc_delta2_kurtosis,chroma_mean,chroma_min,chroma_max,chroma_median,chroma_std,chroma_skew,chroma_kurtosis,mel_mean,mel_max,mel_min,mel_median,mel_std,mel_skew,mel_kurtosis,contrast_mean,contrast_max,contrast_min,contrast_median,contrast_std,contrast_skew,contrast_kurtosis,centroid_mean,centroid_max,centroid_min,centroid_median,centroid_std,centroid_skew,centroid_kurtosis,roll_off_mean,roll_off_max,roll_off_min,roll_off_median,roll_off_std,roll_off_skew,roll_off_kurtosis,rms_mean,rms_max,rms_min,rms_median,rms_std,rms_skew,rms_kurtosis,zero_cr_mean,zero_cr_max,zero_cr_min,zero_cr_median,zero_cr_std,zero_cr_skew,zero_cr_kurtosis
OAF_bought_angry.wav,old,angry,-5.6742005,143.7847,-634.904,2.7709746,68.07608,0.04218756,-0.4004987,3.199126,37.97367,-16.562397,0.35321182,9.171021,1.5446978,1.4612204,-2.6548195,10.495863,-42.102283,-0.15059768,8.052365,-1.5041714,1.3083218,0.37501204,0.007864475,1.0,0.27442566,0.31969082,0.8254159,-0.45216784,0.3551709,118.7269,6.070991e-09,0.0002785778,3.414711,3.7168913,15.223705,26.46546188543485,54.90476230733103,3.044979010385619,26.539762283483576,11.505417810576578,-0.4855620605594727,0.21552441360303934,4146.805520034091,11373.216401530726,795.9759907571239,3687.5556043336373,2072.7550757246995,1.5237611150789145,3.4763167477257504,7783.865792410715,16285.15625,515.625,6746.09375,4595.907837443011,0.21900695181491805,-1.1754609919545125,0.042773314,0.09342936,0.0025347474,0.04295762,0.026583772,0.097315915,-1.2491521,0.08711460658482142,0.345703125,0.00341796875,0.06982421875,0.06857823904931562,2.1318161222353202,4.876419070654809
OAF_burn_angry.wav,old,angry,-6.609226,154.44896,-668.50244,1.8384577,76.273415,0.115999736,-0.40813464,3.4878945,44.4991,-15.266446,0.46429676,9.669381,1.5412195,1.4552568,-2.9061341,10.59661,-42.789177,-0.4334455,8.694182,-1.4472582,1.3167716,0.31445724,0.007386926,1.0,0.17411423,0.3174388,1.0784022,0.029598573,0.3589746,86.382,5.1939013e-09,5.9543905e-05,3.593383,4.11686,18.52491,26.510284094475836,49.886304511073206,3.077431854726857,26.82571486539093,10.733268359697586,-0.5562844494271498,0.6844460399788329,2859.922351654369,11487.958386700819,871.4738924553312,2559.909230539811,1525.600108616568,3.5269681970623297,16.419242143013317,4775.422127016129,16865.234375,623.046875,3351.5625,3699.4405962454352,1.6556748541335453,2.026865459812832,0.038622737,0.109380744,0.00081549905,0.033183128,0.028030163,0.76384425,-0.22469473,0.054049584173387094,0.19091796875,0.0048828125,0.045166015625,0.037536913506585175,1.8318407596922677,3.645788288212689
OAF_cab_angry.wav,old,angry,-6.2527237,169.46176,-699.80426,2.5721483,75.257805,0.10237076,-0.30001673,3.6894035,46.53448,-10.99135,0.13264643,10.315668,1.7037516,1.7855252,-3.0873399,11.399573,-44.357357,-0.25050145,8.854133,-1.6390197,1.6742605,0.40542603,0.01085374,1.0,0.31210655,0.3164167,0.5671701,-0.9228994,0.1297136,44.266953,3.2774323e-09,0.000100149016,1.4361498,3.891441,16.74852,24.761566283517507,50.6821687550839,2.845293697208401,23.963823852379733,11.152552625621434,-0.24032946227398103,0.44134091396010583,4156.160804927277,11719.743938024996,1638.2156936089932,3382.8873756629528,2293.786385904116,1.7638242354569755,2.845650363760976,7418.299788135593,16435.546875,1417.96875,4984.375,4630.536153394289,0.6162933803306286,-1.0629953055421075,0.022896523,0.06105969,0.0008448178,0.019842336,0.01634184,0.55487835,-0.5735502,0.09002582097457627,0.4296875,0.01220703125,0.0654296875,0.08311887443634595,2.330589502683701,5.728053247658915
OAF_calm_angry.wav,old,angry,-5.9974093,153.22507,-680.5846,2.0787792,70.65259,0.17203617,-0.47348738,3.3494,45.11142,-10.241533,0.28935018,9.4206,1.5643903,1.463219,-2.7343102,10.588835,-43.237156,-0.2331892,8.103697,-1.5064387,1.3657734,0.33952036,0.0058555347,1.0,0.20688683,0.31031886,0.99942976,0.18341641,0.26998737,66.90468,5.895326e-09,0.00018670008,2.5693126,3.7012415,15.306951,26.13680221086766,52.14567458442791,2.4782712066471078,26.45564407487295,11.235728273878411,-0.42091010234883475,0.5231332774878196,3799.539392087942,10648.371397459023,1738.0953128050428,3609.382588109903,1609.892194232622,1.7063284632046012,4.340886490980577,7126.027960526316,16328.125,1546.875,5671.875,4442.7852404834175,0.6191205126034256,-0.9475362674003072,0.036266293,0.08157154,0.0018142646,0.039981157,0.021266809,0.08574037,-0.75409245,0.07061232182017543,0.1806640625,0.0166015625,0.06982421875,0.03175623311280104,1.2037671880223477,2.0809025130571674
OAF_came_angry.wav,old,angry,-5.787289,146.40407,-620.94104,2.8474188,66.20576,0.062419385,-0.5009403,3.2275305,41.265934,-12.406482,0.5266278,8.907367,1.5323331,1.4144557,-2.418054,10.915291,-39.294052,-0.15228778,7.5251427,-1.3536047,1.1247646,0.33005086,0.009903227,1.0,0.19950786,0.31654838,1.0426401,0.029790482,0.7946893,246.91273,5.126558e-09,0.0003053956,8.793221,3.787393,16.247105,24.95664050140748,52.19648932482705,4.211092214072739,24.429931177678114,10.872491440372706,-0.4007127977233145,0.7368749670137242,3784.3844738345592,10890.261285082477,1505.8413350803753,3594.0979720354817,1675.9266073272436,1.5926104135004975,4.062465231126922,6952.047413793103,16843.75,1482.421875,6337.890625,3689.130861387606,0.40044430631315425,-0.7230667268771795,0.056393396,0.12690885,0.0016059264,0.04958868,0.040795688,0.27979064,-1.3477347,0.06430158943965517,0.1865234375,0.005859375,0.049560546875,0.04122766833937116,1.3411149622569665,1.1830818675903485
OAF_cause_angry.wav,old,angry,-6.34651,129.56918,-683.4376,2.5064769,70.714226,0.0545171,-0.4298876,3.4638302,44.20372,-11.784806,0.37917337,9.647429,1.6147444,1.5927463,-2.7862344,9.851786,-43.541042,-0.24799892,8.247756,-1.5562155,1.4679083,0.3678444,0.006443499,1.0,0.25368607,0.3147935,0.8310793,-0.3318992,0.21472228,56.33137,5.01959e-09,0.00018006397,1.9399432,3.8393986,16.157682,25.43676464896418,48.81055692879212,3.5627984211843913,25.220810595835484,10.941194384774686,-0.41206102891281626,0.620699105733944,4179.51329307861,11553.850392309037,1984.2574645545521,3461.8456583999705,2119.263274130634,2.3115585036050104,5.288188502142489,7621.4909957627115,16929.6875,1933.59375,5542.96875,4359.910957835105,0.5877585537826447,-0.8830668456242146,0.032537516,0.07381453,0.00094715785,0.03366258,0.021046076,0.22771046,-0.93131685,0.08278436175847458,0.34375,0.01220703125,0.07177734375,0.05869341268919975,2.595235402675369,7.704870082208046
OAF_chain_angry.wav,old,angry,-5.937768,129.08473,-609.745,1.8739238,65.123146,0.06006999,-0.29386553,3.1871936,38.031075,-12.694582,0.54746807,8.783541,1.4905827,1.3403038,-2.379673,10.709102,-40.44972,-0.14438426,7.4481964,-1.3705051,1.1240563,0.3424174,0.01390929,1.0,0.23209202,0.3052657,1.0001613,0.039746176,0.645584,180.03073,6.6322348e-09,0.00036298874,7.0290284,3.7961485,15.88241,25.27494040703875,50.22581445287787,1.1582748852746043,25.024657165461583,11.10406935325951,-0.3946054099499006,0.7127041568705588,4127.154273765475,10560.303270589844,981.927447250238,3673.835166122177,2135.8851265718267,1.48121778089557,1.559972497401934,6946.614583333333,15791.015625,666.015625,6208.984375,3803.9880801355707,0.6388870551858093,-0.3831170255257872,0.051319063,0.11838764,0.002895546,0.042764608,0.03559538,0.37320647,-1.1890247,0.08806195175438597,0.35986328125,0.01513671875,0.052734375,0.07449947064386207,1.9090235703415888,3.1474521975803675
OAF_chair_angry.wav,old,angry,-5.961214,148.33507,-640.69714,2.7557397,68.098366,0.07778899,-0.30884525,3.3228092,37.479187,-13.582861,0.3446737,9.392985,1.6508671,1.6759235,-2.6541605,10.435134,-42.389725,-0.16778988,7.78257,-1.5604715,1.5756078,0.40289617,0.008800111,1.0,0.29293656,0.32404888,0.6283172,-0.8737991,0.1924865,75.736176,4.6787507e-09,0.00026560266,1.9752847,3.5776396,14.270189,25.241537681719368,49.40894298238392,1.7229519041678678,25.504941761490123,11.28903425055215,-0.32686168146441563,0.586745045555053,5064.960900945542,11103.581154524592,926.4522522731131,4096.207402626389,2597.251501665031,0.8945168772931437,-0.1234661415217384,9081.198770491803,16521.484375,773.4375,9259.765625,4642.6506065240255,0.04095053526387613,-1.1412302049612633,0.031113826,0.075349584,0.002855997,0.030058231,0.020647248,0.41635922,-0.9390824,0.1147701075819672,0.3896484375,0.00634765625,0.0986328125,0.080434922741013,1.4695819891972643,1.9604582665588364
OAF_chalk_angry.wav,old,angry,-6.2040467,113.953094,-632.234,2.396192,66.368805,0.062481463,-0.4439622,3.0929267,37.079475,-14.48039,0.4293242,8.898788,1.5356543,1.4322329,-2.6551504,8.339809,-41.93385,-0.10841018,7.8650956,-1.6145605,1.5342683,0.35657826,0.009396248,1.0,0.24171585,0.31670788,0.8572584,-0.28872064,0.324582,106.11949,5.102347e-09,0.00035411815,2.926741,3.680909,15.168896,25.17731467122711,52.81318879671349,2.532956181593721,25.10248715147982,11.787464693771627,-0.20443371888941658,0.0752234847569273,4351.233862870087,11829.397696735046,944.0677014348486,3490.2749707063267,2246.4172618271714,1.398057789790227,1.6307870802831355,7418.189858490566,16908.203125,515.625,5671.875,4617.52619105982,0.5905465352405446,-0.9894510443093929,0.04231745,0.08995512,0.0025353518,0.04053162,0.025005013,0.15477253,-1.0456126,0.09710347877358491,0.30712890625,0.01904296875,0.0732421875,0.06640029103059737,1.615150210818775,2.0078766693897627
OAF_chat_angry.wav,old,angry,-6.2256656,118.06233,-689.4808,2.8810177,70.83617,0.0767737,-0.10850842,3.5662704,43.605686,-13.105093,0.29452756,9.712013,1.6705612,1.7212859,-2.8576376,9.010356,-44.31556,-0.18290663,8.325319,-1.6336206,1.6447085,0.41174835,0.009077149,1.0,0.32614616,0.3236208,0.48951137,-0.92852163,0.14620191,41.19409,4.057182e-09,0.00017165384,1.3732167,3.7088094,15.140117,24.575510238763226,49.547443211883376,3.2781721695583066,23.71984361628345,11.135022534414272,-0.3095650536104147,0.41226009057033375,4843.69007857265,11639.403177878914,1359.7410811297,3807.6251475525187,2637.3179705359985,1.3157003507082055,0.5805864854715002,8579.069010416666,16736.328125,923.828125,6853.515625,4961.99534903961,0.27152783893368704,-1.4725152556367833,0.026732385,0.062890366,0.00088431773,0.026908379,0.016595751,0.24408525,-0.90362763,0.10669759114583334,0.42236328125,0.0146484375,0.077392578125,0.0938679479458043,1.8086233726643062,2.403159676592967
OAF_check_angry.wav,old,angry,-5.8301573,123.8111,-637.08264,2.8548903,66.15898,0.05249424,-0.51222336,3.234046,42.9743,-13.768754,0.26113105,8.947857,1.549366,1.4656634,-2.589329,10.609548,-40.638577,-0.26540637,7.8215284,-1.4514384,1.3083028,0.40244946,0.010727631,1.0,0.32586914,0.32112706,0.58307904,-0.865717,0.5514786,182.79851,5.5171516e-09,0.00038835825,5.4164805,3.6568747,14.643185,24.601637930935485,51.39730050119552,4.008909110630984,23.946340000075743,11.634486197383614,-0.2817811965755262,-0.07508295707431602,4502.3620772596705,12666.870969593578,853.9335017889977,3811.0694610466226,2741.6130151831208,1.3188611759041196,1.2878385271114148,7680.6640625,17380.859375,365.234375,5908.203125,5003.3488700093985,0.3059047480651584,-1.217617320948127,0.0496801,0.11244096,0.0021869284,0.047494955,0.033943955,0.20900346,-1.2000463,0.10155408135775862,0.427734375,0.00048828125,0.066650390625,0.10111225781060335,1.7819804846986762,2.301264079807721
OAF_cheek_angry.wav,old,angry,-5.469103,111.35379,-655.69366,4.7495804,73.004974,-0.03580494,-0.28343433,3.4981446,44.389732,-11.626199,0.15562305,9.938803,1.6529615,1.6579211,-3.0683024,9.140073,-41.41055,-0.19260891,8.970015,-1.7172645,1.8315545,0.42673358,0.014272162,1.0,0.31709373,0.33211163,0.5076373,-1.0510424,0.15237834,129.09299,3.3702792e-09,0.00011949237,2.2712004,3.7106957,15.371243,24.857097808218786,50.29562651996798,1.8559969178417433,25.05540584042598,11.346877893279117,-0.364325553976867,1.0095330916919303,5219.106192584993,11754.748886266905,1153.786451017665,4612.3852524293625,2687.829937102825,0.8156786211648739,-0.14561742020729396,10013.603344298246,16306.640625,837.890625,11257.8125,4816.510295001533,-0.41756761343998333,-1.2517857172930138,0.024298886,0.08956062,0.0009012458,0.021694554,0.020654658,1.6543376,2.5003424,0.10606839364035088,0.34375,0.00830078125,0.07470703125,0.08538097983781984,1.4256554311670926,1.218915600394304
OAF_chief_angry.wav,old,angry,-6.153932,128.5811,-664.80664,3.6763225,69.27529,-0.086994514,-0.44513926,3.275598,44.744713,-15.010421,0.22841692,9.393638,1.6056135,1.5626798,-2.8205066,8.696966,-42.293808,-0.07262938,8.483244,-1.6975716,1.7546604,0.40040013,0.010211265,1.0,0.27960986,0.33361548,0.6487219,-0.8346634,0.22737157,94.16455,7.700819e-09,0.00020800988,2.6062713,3.8347056,16.232174,24.91806712168725,50.69429066486085,3.060978275204393,24.287353636224903,11.567239771927108,-0.16757699777375518,0.4212186589956973,5197.443749684805,11920.426330871687,1185.1136512128128,4749.53254784851,2441.7186658919113,0.900523649767323,0.3921511443152954,10012.849506578947,17187.5,666.015625,11000.0,4445.715655836637,-0.28423372698580995,-1.1228985706755499,0.031764004,0.09000585,0.002152531,0.027601875,0.022272276,0.7281449,-0.09870052,0.10363555372807018,0.39892578125,0.00146484375,0.06689453125,0.09373394926665632,1.6759636822445108,1.8855893421640975
OAF_choice_angry.wav,old,angry,-6.2440057,122.548065,-597.21173,1.5752252,66.47286,0.011660695,-0.41164365,3.1916034,34.70487,-12.544334,0.5735727,8.767208,1.4880781,1.3315899,-2.4925203,9.9078,-38.93978,0.078027785,7.6848397,-1.5743761,1.4435605,0.35989943,0.00937661,1.0,0.24969517,0.3184195,0.80542374,-0.34393993,0.37944394,219.64458,5.802986e-09,0.00025443936,4.536125,3.5723474,14.037349,25.433657181157972,51.25320456707441,4.844435594103192,25.4100282955188,11.463331311741005,-0.23990697176920686,0.16130655258996754,4182.210244020751,11600.881200988255,947.0678074926934,3386.4478857451295,2236.025568740066,1.3774445020246617,1.5462573682112941,7264.296875,16972.65625,773.4375,5016.6015625,4590.576295265797,0.5224896330738206,-1.1336528384201106,0.042736474,0.10589796,0.0024007144,0.03926804,0.02713595,0.5294959,-0.42901492,0.0924609375,0.32763671875,0.01025390625,0.0712890625,0.06935833705083355,1.9190918790499838,3.3252024186296776
OAF_cool_angry.wav,old,angry,-6.0647516,172.78375,-660.74,3.1588564,70.40257,0.06878346,-0.29487196,3.3447492,42.71018,-11.605965,0.3860025,9.433425,1.6045302,1.5770185,-2.6712027,12.075254,-42.41269,-0.08248076,8.052428,-1.6138911,1.6136702,0.36292654,0.013544448,1.0,0.2507149,0.31025672,0.8153419,-0.16955389,0.23439065,91.64953,3.1591694e-09,0.00016562789,2.588758,4.010064,17.63232,26.40265010863271,51.35379514660067,1.5451669151643985,26.506069093490375,11.713110381685944,-0.5105052247561862,0.6388321491491388,4077.0459817868245,11898.546306005246,1739.5065797686907,3486.971531065482,2044.0075191201304,1.9413964127235297,4.425264002547639,7594.544491525424,16865.234375,1482.421875,6746.09375,4372.068519313213,0.44001449945175114,-1.0110208935480227,0.03332888,0.08677999,0.0022276933,0.034004115,0.021466222,0.44309208,-0.38381314,0.07529462394067797,0.29150390625,0.0029296875,0.06494140625,0.05225400400825593,2.4854799050853718,6.933389434868637
OAF_dab_angry.wav,old,angry,-5.912993,145.50711,-644.7125,2.711469,69.01461,0.0059121014,-0.32554346,3.3961496,40.289837,-16.017847,0.3865308,9.507502,1.5709269,1.5277474,-2.7175555,11.135068,-42.42234,-0.20417148,8.063175,-1.4920027,1.3254426,0.3616339,0.0145726325,1.0,0.2529716,0.30835944,0.8517416,-0.2991064,0.291896,94.0862,5.7468963e-09,0.00022123716,3.1351418,3.686835,15.330707,26.139112699256792,52.3192516751322,2.0468085691104765,25.912938882439043,11.451687159103637,-0.5587560146764526,1.0702348259366847,4536.839126520108,11765.827392301577,969.6918918031629,3846.3643714300424,2264.494851730603,1.3723112964243105,1.953983613741352,8543.619791666666,16650.390625,601.5625,9281.25,4631.226330594042,0.09216515264932044,-1.2218517684115313,0.036393214,0.08475807,0.0014872334,0.03385862,0.022653539,0.28801432,-0.9311757,0.09339347718253968,0.4091796875,0.0166015625,0.064453125,0.07556142264839004,2.5222180849073434,6.830649539307025
